PK_Employé,Matricule,Qualité,Genre,Age,Pays de naissance,Ville de naissance,Situation familiale,Nombre de personnes à charge,Nombre de personnes à charge.1,Nombre d'enfants SFT,Etablissement,Code-Département,Code-Unité organisationnelle,Poste,Code-Classification,Code-Qualification,Expérience en Année,Code-Niveau d'expérience,Code-Type de contrat,Type de temps contractuel,Heures de présence / jour,Heures de présence / semaine,Heures de présence / mois,Hérité de l'affectation,Type d'affectation,Type de rattachement,Type travail,Etat de la mobilité,Pourcentage d'affectation,Pourcentage d'affectation budgeté,NbAbsencesTotaleParEmployé,TauxAbsenteisme,Droits Congés Payés,Note globale,Rubrique,Montant de l'augmentation,Taux d'augmentation,Motif d'augmentation,Montant du salaire,Situation
1258,199DATA059,Mme.,Féminin,34,Maroc,MAR,Marié(e),0,0,0,MA-TAC,PRO,P00000574,Chargé De Clientèle,EMP,E2,5,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,383,0.2837037037037037,"1,5 jours par mois",92,SBM,260.21,5.97,Campagne Augmentat,4618.9,Actif
1259,199DATA077,Mr.,Masculin,35,Niger,NER,Célibataire,0,0,0,MA-Cns,PRO,P00000976,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,57,0.2111111111111111,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
1260,200DATA035,Mme.,Féminin,30,Maroc,SIDI BENNOUR,Marié(e),0,0,0,MA-Cns,PRO,QM MAR6,Conseilleur Technique,EMP,E2,9,C01,AN,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,257,0.10576131687242799,"1,5 jours par mois",80,SBM,275,6.875,Campagne Augmentat,4275,Actif
1261,200DATA041,Mme.,Féminin,34,Maroc,MAR,Marié(e),0,0,0,MA-Cns,SPR,QM MAR3,Contrôleur Qualité,EMP,E3,7,S02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,271,0.1433862433862434,"1,5 jours par mois",-99,SBM,500,7.692,Campagne Augmentat,7000,Actif
1262,200DATA043,Mme.,Féminin,28,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000008,Conseilleur Technique,EMP,E2,6,S02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,146,0.09012345679012346,"1,5 jours par mois",90,SBM,250,5,Non défini,5250,Actif
1263,200DATA045,Mr.,Masculin,45,Sénégal,SEN,Célibataire,0,0,0,MA-Cns,PRO,P00000556,Conseilleur Technique,EMP,E2,6,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,336,0.2074074074074074,"1,5 jours par mois",107,SBM,225,5.59,Campagne Augmentat,4250,Actif
1264,200DATA046,Mme.,Féminin,27,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000276,Chargé De Clientèle,EMP,E2,6,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,129,0.07962962962962963,"1,5 jours par mois",107,SBM,250,5.556,Campagne Augmentat,4750,Actif
1265,200DATA069,Mr.,Masculin,25,Maroc,MAR,Célibataire,0,0,0,MA-MKS,PRO,P00000056,Chargé De Clientèle,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,73,0.09012345679012346,"1,5 jours par mois",-99,SBM,72.4,2.039,Non défini,3622.5,Actif
1266,200DATA077,Mme.,Féminin,58,Côte d'Ivoire,CIV,Marié(e),0,0,0,MA-Cns,PRO,P00000976,Chargé De Clientèle,EMP,E2,1,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,29,0.10740740740740741,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
1267,200DATAE23,Mr.,Masculin,39,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,SPR,QM MAR11,Contrôleur Qualité,EMP,E3,5,C03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,256,0.18962962962962962,"1,5 jours par mois",110,SBM,225,4.348,Campagne Augmentat,5400,Actif
1268,201DATA035,Mme.,Féminin,35,Maroc,EL JADIDA,Marié(e),0,0,0,MA-Cns,PRO,P00000892,Conseilleur Technique,EMP,E2,9,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,361,0.148559670781893,"1,5 jours par mois",79,SBM,250,6.579,Non défini,4050,Actif
1269,201DATA044,Mr.,Masculin,34,Burkina Faso,BFA,Marié(e),0,0,0,MA-HASSANE2,PRO,P00000831,Responsable D'Équipe,CAS,A1,6,S01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,123,0.07592592592592592,"1,5 jours par mois",106,SBM,552.5,8.569,Non défini,7000,Actif
1270,201DATA066,Mme.,Féminin,37,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000872,Conseiller Digital,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,107,0.13209876543209875,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
1271,201DATA067,Mme.,Féminin,28,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000264,Conseiller Digital,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,42,0.05185185185185185,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
1272,201DATA069,Mme.,Féminin,46,Maroc,MAR,Marié(e),0,0,0,MA-MKS,PRO,P00000056,Chargé De Clientèle,EMP,E2,3,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,33,0.040740740740740744,"1,5 jours par mois",-99,SBM,125.28,3.756,Campagne Augmentat,3460.5,Actif
1273,201DATA077,Mr.,Masculin,34,Comores,COM,Célibataire,0,0,0,MA-Cns,PRO,P00000976,Chargé De Clientèle,EMP,E2,1,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,34,0.1259259259259259,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
1274,202DATA060,Mr.,Masculin,27,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000645,Conseilleur Technique,EMP,E2,5,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,101,0.07481481481481482,"1,5 jours par mois",-99,SBM,225,5.59,Non défini,4250,Actif
1275,202DATA061,Mr.,Masculin,50,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000525,Responsable D'Équipe,CAS,A2,5,C02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,68,0.05037037037037037,"1,5 jours par mois",-99,SBM,500,5.952,Campagne Augmentat,8900,Actif
1276,202DATA065,Mme.,Féminin,30,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000972,Responsable D'Équipe,EMP,E2,3,J02,AN,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,45,0.05555555555555555,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
1277,202DATA069,Mme.,Féminin,29,Maroc,MAR,Marié(e),0,0,0,MA-MKS,PRO,P00000948,Conseiller Digital,EMP,E2,3,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,118,0.145679012345679,"1,5 jours par mois",-99,SBM,125.28,3.756,Campagne Augmentat,3460.5,Actif
1278,202DATA072,Mr.,Masculin,31,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,2,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,28,0.05185185185185185,"1,5 jours par mois",-99,SBM,211.5,6.51,Non défini,3460.5,Actif
1279,202DATA077,Mr.,Masculin,43,Côte d'Ivoire,CIV,Célibataire,0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,12,0.044444444444444446,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
1280,203DATA036,Mme.,Féminin,34,Maroc,EL JADIDA,Marié(e),0,0,0,MA-Cns,PRO,P00000902,Conseilleur Technique,EMP,E2,8,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,142,0.06574074074074074,"1,5 jours par mois",91,SBM,450,11.842,Non défini,4250,Actif
1281,203DATA043,Mr.,Masculin,28,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000008,Conseilleur Technique,EMP,E2,6,S03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,141,0.08703703703703704,"1,5 jours par mois",102,SBM,250,4.762,Non défini,5500,Actif
1282,203DATA067,Mme.,Féminin,30,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000703,Responsable D'Équipe,EMP,E2,3,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,47,0.05802469135802469,"1,5 jours par mois",-99,SBM,211.5,6.51,Campagne Augmentat,3460.5,Actif
1283,203DATA070,Mr.,Masculin,32,Sénégal,SEN,Célibataire,0,0,0,MA-Cns,PRO,P00000887,Conseilleur Technique,EMP,E2,2,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,47,0.08703703703703704,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
1284,203DATA072,Mr.,Masculin,35,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,2,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,71,0.13148148148148148,"1,5 jours par mois",-99,SBM,0,0,Non défini,3249,Actif
1285,203DATA077,Mme.,Féminin,31,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,18,0.06666666666666667,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
1286,204DATA040,Mr.,Masculin,39,Maroc,CASABLANCA,Célibataire,0,0,0,MA-Cns,PRO,P00000841,Chargé De Clientèle,EMP,E2,7,S02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,151,0.07989417989417989,"1,5 jours par mois",81,SBM,485.57,10.223,Chang Compo Salari,5235.57,Actif
1287,204DATA043,Mme.,Féminin,33,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000008,Conseilleur Technique,EMP,E2,6,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,419,0.25864197530864197,"1,5 jours par mois",100,SBM,250,5.556,Non défini,4750,Actif
1288,204DATA059,Mme.,Féminin,31,Maroc,MAR,Marié(e),0,0,0,MA-TAC,PRO,P00000574,Chargé De Clientèle,EMP,E2,5,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,110,0.08148148148148149,"1,5 jours par mois",86,SBM,131.1,2.838,Campagne Augmentat,4750,Actif
1289,204DATA065,Mme.,Féminin,24,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000577,Conseilleur Technique,EMP,E2,3,J02,AN,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,73,0.09012345679012346,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
1290,204DATA071,Mr.,Masculin,27,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,DOP3721,Conseiller Commercial,EMP,E2,2,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,37,0.06851851851851852,"1,5 jours par mois",-99,SBM,0,0,Non défini,3460.5,Actif
1291,204DATA072,Mr.,Masculin,22,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,2,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,35,0.06481481481481481,"1,5 jours par mois",-99,SBM,0,0,Non défini,3249,Actif
1292,204DATA077,Mme.,Féminin,31,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000977,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,13,0.04814814814814815,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
1293,205DATA036,Mr.,Masculin,38,Maroc,KHEMISSET,Célibataire,0,0,0,MA-Cns,PRO,P00000577,Conseilleur Technique,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,41,0.07592592592592592,"1,5 jours par mois",-99,SBM,162,4.681,Non défini,3622.5,Actif
1294,205DATA043,Mr.,Masculin,31,Maroc,MAR,Célibataire,0,0,0,MA-Cns,SPR,DOP2123,Business Analyst,CAS,A2,6,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,95,0.05864197530864197,"1,5 jours par mois",45,SBM,900,12,Campagne Augmentat,8400,Actif
1295,205DATA046,Mme.,Féminin,29,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000277,Chargé De Clientèle,EMP,E2,6,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,100,0.06172839506172839,"1,5 jours par mois",102,SBM,250,5.882,Campagne Augmentat,4500,Actif
1296,205DATA060,Mme.,Féminin,44,Sénégal,SEN,Marié(e),0,0,0,MA-TAC,PRO,P00000519,Chargé De Clientèle,EMP,E2,5,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,73,0.05407407407407407,"1,5 jours par mois",-99,SBM,230.75,5.59,Campagne Augmentat,4358.92,Actif
1297,205DATA064,Mr.,Masculin,46,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000584,Responsable D'Équipe,CAS,A2,4,S02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Travail à distance,Locale,100,100,52,0.04814814814814815,"1,5 jours par mois",-99,SBM,791.41,10.468,Campagne Augmentat,8351.41,Actif
1298,205DATA065,Mme.,Féminin,25,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000577,Conseilleur Technique,EMP,E2,3,J03,AN,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,31,0.03827160493827161,"1,5 jours par mois",-99,SBM,202.5,5.59,Non défini,3825,Actif
1299,205DATA069,Mr.,Masculin,26,Maroc,MAR,Célibataire,0,0,0,MA-MKS,PRO,P00000943,Chargé De Clientèle,EMP,E2,3,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,52,0.06419753086419754,"1,5 jours par mois",-99,SBM,214.88,6.443,Campagne Augmentat,3550.1,Actif
1300,205DATA072,Mr.,Masculin,28,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,2,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,44,0.08148148148148149,"1,5 jours par mois",-99,SBM,0,0,Non défini,3249,Actif
1301,205DATA077,Mme.,Féminin,27,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000977,Chargé De Clientèle,EMP,E2,1,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,29,0.10740740740740741,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
1302,205DATAI01,Mme.,Féminin,25,Maroc,MAR,Marié(e),0,0,0,MA-HASSANE2,PRO,P00000061,Conseiller Commercial,EMP,E2,2,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,35,0.06481481481481481,"1,5 jours par mois",-99,SBM,0,0,Non défini,3944,Actif
1303,206DATA037,Mme.,Féminin,38,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,PRO,P00000277,Chargé De Clientèle,EMP,E2,8,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,315,0.14583333333333334,"1,5 jours par mois",99,SBM,250,5.882,Non défini,4500,Actif
1304,206DATA067,Mr.,Masculin,27,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000364,Chargé De Clientèle,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,151,0.18641975308641975,"1,5 jours par mois",-99,SBM,180,4.681,Campagne Augmentat,4025,Actif
1305,206DATA071,Mr.,Masculin,28,Maroc,CASABLANCA,Célibataire,0,0,0,MA-Cns,PRO,P00000902,Chargé De Clientèle,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,31,0.05740740740740741,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
1306,206DATA072,Mr.,Masculin,29,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,2,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,37,0.06851851851851852,"1,5 jours par mois",-99,SBM,211.5,6.51,Non défini,3460.5,Actif
1307,206DATA077,Mr.,Masculin,29,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00001059,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,42,0.15555555555555556,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
1308,206DATAE20,Mme.,Féminin,43,Maroc,MAR,Marié(e),0,0,0,MA-Cns,RH,HR001,Regional Hrbp,CAD,C2,22,C01,DI,temps plein,0,42,208,1,1,Administratif,Sur site,Locale,100,100,397,0.057837995337995336,2 jours par mois,99,SBM,2464.77,10.8,Campagne Augmentat,25286.68,Actif
1309,207DATA043,Mme.,Féminin,35,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,DOP3461,Conseilleur Technique,EMP,E2,6,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,168,0.1037037037037037,"1,5 jours par mois",92,SBM,250,5.556,Campagne Augmentat,4750,Actif
1310,207DATA058,Mme.,Féminin,35,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,DOP3721,Conseiller Commercial,EMP,E2,5,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,202,0.14962962962962964,"1,5 jours par mois",82,SBM,225,5.882,Campagne Augmentat,4050,Actif
1311,207DATA065,Mme.,Féminin,26,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000577,Conseilleur Technique,EMP,E2,3,J02,AN,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,211,0.26049382716049385,"1,5 jours par mois",-99,SBM,165.48,5.022,Campagne Augmentat,3460.5,Actif
1312,207DATA067,Mme.,Féminin,34,Sénégal,SEN,Marié(e),0,0,0,MA-Cns,ADM,DOP2479,Analyste Idp,EMP,E3,3,C01,DI,temps plein,7.91,39.57,208,1,1,Administratif,Sur site,Locale,100,100,16,0.017094017094017096,"1,5 jours par mois",3,SBM,360.52,7,Campagne Augmentat,5510.83,Actif
1313,207DATA069,Mme.,Féminin,26,Maroc,MAR,Marié(e),0,0,0,MA-MKS,PRO,P00000560,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,25,0.09259259259259259,"1,5 jours par mois",-99,SBM,0,0,Non défini,3461,Actif
1314,207DATA071,Mme.,Féminin,30,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000831,Conseilleur Technique,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,32,0.05925925925925926,"1,5 jours par mois",-99,SBM,180,4.681,Campagne Augmentat,4025,Actif
1315,207DATA072,Mme.,Féminin,27,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,2,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,35,0.06481481481481481,"1,5 jours par mois",-99,SBM,0,0,Non défini,3249,Actif
1316,207DATA077,Mr.,Masculin,33,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000976,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,26,0.0962962962962963,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
1317,207DATAI01,Mr.,Masculin,34,Maroc,MAR,Célibataire,0,0,0,MA-HASSANE2,PRO,P00000061,Conseiller Commercial,EMP,E2,2,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,85,0.1574074074074074,"1,5 jours par mois",-99,SBM,0,0,Non défini,3944,Actif
1318,208DATA034,Mme.,Féminin,37,Sénégal,SEN,Marié(e),0,0,0,MA-Cns,PRO,P00000324,Conseiller Commercial,EMP,E2,9,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,550,0.22633744855967078,"1,5 jours par mois",109,SBM,250,5.556,Non défini,4750,Actif
1319,208DATA041,Mr.,Masculin,38,Rép centrafricaine,CAF,Célibataire,0,0,0,MA-Cns,PRO,P00000831,Conseiller Commercial,EMP,E2,7,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,158,0.0835978835978836,"1,5 jours par mois",100,SBM,225,5.59,Campagne Augmentat,4250,Actif
1320,208DATA059,Mr.,Masculin,24,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000560,Conseiller Commercial,EMP,E2,2,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,43,0.07962962962962963,"1,5 jours par mois",-99,SBM,212,6.525,Non défini,3461,Actif
1321,208DATA065,Mr.,Masculin,28,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000953,Conseiller Commercial,EMP,E2,3,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,38,0.04691358024691358,"1,5 jours par mois",-99,SBM,202.5,5.59,Campagne Augmentat,3825,Actif
1322,208DATA069,Mme.,Féminin,24,Maroc,MAR,Marié(e),0,0,0,MA-MKS,PRO,P00000056,Chargé De Clientèle,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,48,0.05925925925925926,"1,5 jours par mois",-99,SBM,72.4,2.039,Non défini,3622.5,Actif
1323,208DATA071,Mme.,Féminin,34,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000061,Responsable D'Équipe,CAS,A2,2,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,18,0.03333333333333333,"1,5 jours par mois",-99,SBM,0,0,Non défini,8631,Actif
1324,208DATA077,Mme.,Féminin,30,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000976,Chargé De Clientèle,EMP,E2,1,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,55,0.2037037037037037,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
1325,208DATAE22,Mlle,Féminin,44,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00001215,Chargé De Clientèle,EMP,E1,14,S02,DI,temps plein,0,42,180,1,1,Administratif,Sur site,Locale,100,100,205,0.05423280423280423,"1,5 jours par mois",95,SBM,250,5.882,Campagne Augmentat,4500,Actif
1326,208DATAI01,Mme.,Féminin,24,Maroc,MAR,Marié(e),0,0,0,MA-HASSANE2,PRO,P00000061,Conseiller Commercial,EMP,E2,2,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,17,0.03148148148148148,"1,5 jours par mois",-99,SBM,0,0,Non défini,3944,Actif
1327,209DATA043,Mme.,Féminin,30,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000008,Responsable D'Équipe,CAS,A2,6,J03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,126,0.07777777777777778,"1,5 jours par mois",-99,SBM,500,7.143,Campagne Augmentat,7500,Actif
1328,209DATA045,Mr.,Masculin,35,Maroc,MAR,Marié(e),2,0,2,MA-Cns,ADM,DMG1,Chargé Logistique Et Affaires Générales,EMP,E4,6,J01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,136,0.07264957264957266,2 jours par mois,95,SBM,201.86,3,Campagne Augmentat,6930.42,Actif
1329,209DATA060,Mme.,Féminin,36,Maroc,MAR,Marié(e),0,0,0,MA-TAC,PRO,P00000135,Chargé De Clientèle,EMP,E2,5,C03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,102,0.07555555555555556,"1,5 jours par mois",-99,SBM,131.1,2.838,Campagne Augmentat,4750,Actif
1330,209DATA071,Mme.,Féminin,36,Maroc,SIDI BENNOUR,Marié(e),0,0,0,MA-Cns,PRO,P00000902,Chargé De Clientèle,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,122,0.22592592592592592,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
1331,209DATA077,Mr.,Masculin,46,Côte d'Ivoire,CIV,Célibataire,0,0,0,MA-Cns,PRO,P00000976,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,23,0.08518518518518518,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
1332,210DATA033,Mr.,Masculin,42,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000263,Conseiller Digital,EMP,E2,10,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,711,0.2633333333333333,"1,5 jours par mois",-99,SBM,250,6.25,Campagne Augmentat,4250,Actif
1333,210DATA064,Mr.,Masculin,37,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000550,Chargé De Clientèle,EMP,E2,4,C02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,35,0.032407407407407406,"1,5 jours par mois",-99,SBM,250,5.882,Non défini,4500,Actif
1334,210DATA069,Mr.,Masculin,28,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000892,Conseilleur Technique,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,37,0.04567901234567901,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
1335,210DATA071,Mr.,Masculin,35,Maroc,IFRANE,Célibataire,0,0,0,MA-Cns,ADM,DOP1323,Technicien It,EMP,E4,2,C01,DI,temps plein,7.91,39.57,208,1,1,Administratif,Sur site,Locale,100,100,3,0.004807692307692308,"1,5 jours par mois",-99,SBM,376.08,7,Campagne Augmentat,5748.7,Actif
1336,210DATA072,Mme.,Féminin,36,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,2,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,132,0.24444444444444444,"1,5 jours par mois",-99,SBM,0,0,Non défini,3249,Actif
